userId,gender,age,counts_pictures,counts_profileVisits,counts_views,Interest_Long-term Partner,Interest_Short-term Partner,New friends,connectedToFacebook,isVIP,isVerified,city,mobile,online,Common login time
550b3d02c66da1485a8b477d,F,19,3,7694,143,True,True,True,False,False,False,Oberwil (BL),True,False,6:00
53c84ea3cb6da1dd7e8b4d55,F,25,20,4372,134,True,False,False,False,False,False,Kriens,True,False,9:00
54b245ed160ba0a9278b4a68,F,22,5,9700,124,True,False,False,False,False,False,Wallisellen,True,False,16:00
5415813d150ba0d05b8b4e38,M,20,3,10531,360,True,False,False,False,False,True,Luzern,False,False,5:00
552a69160a6ea1e18f8b4dd4,M,19,8,16458,486,True,False,True,False,False,False,Niederhünigen,True,True,11:00
5534e4a40b6ea1ff618b4f0d,F,20,5,264,6,False,True,False,False,True,True,La Chaux-de-Fonds,True,False,6:00
552b6669c46da13a788b4796,F,25,15,18475,1065,True,True,False,False,True,True,Hirschthal,True,False,16:00
54c81d650b6ea1749c8b4bf6,F,22,5,7045,316,True,False,True,False,False,True,Grenzach-Wyhlen,True,False,16:00
54ea86211a0ba0da638b474a,F,25,4,52884,1717,True,True,True,False,False,False,Stuttgart,True,True,15:00
53afe904170ba0505c8b4688,M,22,12,37740,1016,True,False,True,False,False,False,Sursee,True,True,15:00
537f7e26cb6da1571c8b8024,F,20,4,6730,297,False,True,False,False,False,False,Prangins,True,True,14:00
551e85620a6ea1268d8b4d54,F,24,4,18395,328,False,False,True,False,False,False,Zurich,False,False,0:00
54a4506f1b0ba049278b4780,F,24,6,6756,81,True,False,True,False,False,True,Basel,True,True,8:00
53137ba0160ba04b168b4d32,F,21,4,10976,158,True,False,False,False,False,False,Attelwil,True,True,8:00
551c20e1066ea1d35c8b4708,M,22,5,1309,89,True,True,False,False,False,True,Luzern,True,True,5:00
550f075a1c0ba0642e8b49df,F,26,1,1448,37,False,False,True,False,False,False,Stuttgart,True,True,1:00
53ac3bcd1a0ba0cc6d8b4d11,F,23,19,31448,754,False,False,True,False,False,True,Schüpfen,True,False,20:00
50f72bce6f37f3d37e000058,M,20,8,7979,138,True,True,True,False,False,True,Hohentengen am Hochrhein,True,False,21:00
5525ad66140ba01c5b8b496d,M,19,4,48980,2358,True,False,True,False,False,False,Würenlingen,True,True,20:00
50e69181150ba0763200000e,F,22,3,54332,1196,True,True,False,False,False,True,Baden,True,True,18:00
55038f65c96da15c998b4a4c,F,20,28,33528,3679,False,True,False,False,False,True,Basel,True,True,13:00
54aa8e181c0ba069108b48df,F,22,11,6495,292,True,False,False,False,False,False,Berna,True,True,15:00
552a48dde86da193318b45df,M,23,30,11989,272,True,False,True,False,True,False,Burgdorf,True,False,5:00
5529c16a1c0ba00e0a8b4b08,M,20,13,2844,35,True,False,True,False,False,False,Rothrist,True,False,2:00
54c9c9abc86da1c82f8b4f44,F,20,1,27174,1306,True,False,False,False,False,True,Zurich,False,True,18:00
54b1ddbf076ea17b518b4816,F,25,11,4709,203,True,True,True,False,False,False,Berne,True,False,2:00
55104155076ea1f38c8b46a3,F,21,21,20642,530,True,False,False,False,False,False,Seftigen,True,False,16:00
51fe675f1b0ba0d228fd8a65,F,23,7,18216,301,True,True,True,False,False,False,Aarau,True,True,20:00
551562aa086ea1768d8b456b,F,19,7,9078,335,True,False,False,False,True,True,Freiburg im Breisgau,True,False,18:00
54a6c390c86da151248b4991,M,21,3,18187,772,False,False,True,False,False,True,Interlaken,True,False,5:00
53c24087e86da1764c8b49d3,M,24,6,17115,610,True,False,True,False,False,True,Luzern,False,False,11:00
55380277c66da1264a8b47ef,F,20,14,51560,6155,True,False,False,False,False,True,Siglistorf,True,True,8:00
51edbbf7150ba035065ca1ea,M,23,20,23177,1194,False,False,True,False,False,True,Wettingen,True,False,10:00
552275c6170ba0840f8b498a,F,23,1,52,0,True,False,True,False,False,False,Michelbach an der Bilz,True,True,19:00
5534dbe00a6ea1e6988b4ba8,M,20,13,4829,348,False,False,True,False,False,False,Sexau,True,False,12:00
553519ceec6da13b8c8b518e,F,20,4,31435,1978,True,True,True,False,False,False,Bremgarten bei Bern,True,False,17:00
541dec98160ba05f5f8b45bc,F,24,27,28159,638,True,True,False,False,False,False,Radolfzell am Bodensee,True,False,12:00
5531a8841a0ba0b31f8b4a54,F,22,11,5550,450,False,True,False,False,False,False,Freiburg im Breisgau,True,True,16:00
5518f196180ba0f16e8b45b4,F,19,8,1255,52,True,True,False,False,False,False,Zug,True,False,7:00
55022190c46da14d7a8b47df,F,23,4,5177,467,True,True,True,False,False,True,Dubendorf,True,True,23:00
541f0a751a0ba0831e8b4b11,F,26,11,25845,1898,True,True,True,False,False,False,Sindelfingen,True,True,14:00
54a584ae1a0ba08d198b466d,F,25,7,8143,317,False,False,True,False,False,True,Köln,True,True,16:00
551f1dfc066ea126588b49ac,M,24,10,10861,593,True,False,False,False,False,False,Remagen,True,True,21:00
553a3ff7086ea1d37d8b50bc,F,21,21,52465,3739,True,False,True,False,False,False,Fribourg,True,False,8:00
54cd35d31b0ba0006e8b4b16,M,24,4,1076,20,True,True,True,False,False,False,Neuenburg am Rhein,True,False,22:00
553d16bdec6da1fd228b48ff,M,22,8,19690,551,True,False,True,False,False,True,Bregenz,True,True,4:00
551465e9c56da1a97f8b4716,F,20,19,28293,1027,False,False,False,False,False,False,Basel,True,False,4:00
54c34090190ba0a5428b4ec5,F,24,17,43796,2750,True,True,True,False,False,True,"Emmenbrücke (Lucerna, Schweiz)",True,False,5:00
553b56fd066ea1f26b8b467e,M,19,7,5101,158,True,False,False,False,False,False,Lenk im Simmental,True,True,5:00
543db0531b0ba0080c8b4dc1,F,20,4,9850,241,True,False,False,False,False,True,"Samstagern (Zurich, Schweiz)",True,False,9:00
54a95f17ca6da19c758b46c5,M,19,4,21224,316,True,False,False,False,False,True,Kingston,True,False,9:00
53ec36bc160ba0c87b8b51f6,F,19,9,4335,355,True,False,False,False,False,False,Brig,True,False,23:00
54cbb2e3cb6da1f5618b456f,M,19,4,12754,644,True,False,False,False,False,False,Fribourg,True,False,22:00
54513142170ba029308b49ed,F,26,4,3441,88,False,False,True,False,False,False,Mühlhausen-Ehingen,True,True,17:00
551afdf3e86da131588b473d,M,19,10,18731,644,True,False,False,False,False,True,Lengnau,True,False,8:00
533c0e31c86da1f5338b459d,M,21,16,5450,298,True,False,False,False,False,True,Liestal,True,False,23:00
55076dc41b0ba0d9208b478a,M,19,1,29903,2146,True,True,False,False,False,False,Zürich,True,False,23:00
552a346e086ea141568b4637,F,24,11,14526,1116,False,False,True,False,False,True,Grabs,True,False,19:00
55325cb3066ea13c128b49ce,F,24,15,3769,276,True,True,False,False,False,False,Visperterminen,True,True,12:00
54882317150ba02d6a8b4968,F,20,6,7662,189,True,False,False,False,False,False,Eggingen,True,False,9:00
5134e78c160ba05870000019,M,19,6,7571,396,False,False,True,False,False,False,Wikon,True,False,6:00
5522e580086ea12e7c8b45f7,M,19,13,7842,142,True,True,False,False,False,False,Winterthur,True,True,23:00
55213c7dcc6da1911b8b4593,F,23,4,3959,188,True,False,False,False,False,True,Stuttgart,True,True,1:00
5415568b1a0ba0b51f8b5181,M,23,1,1797,40,False,False,True,False,False,True,Lahr,True,False,1:00
5509ad4ae96da160448b4e3d,F,20,6,30847,1861,True,False,False,False,False,False,Zürich,True,True,18:00
52c6da0e1a0ba07f3517f52a,F,23,2,12671,338,True,False,True,False,False,False,Karlsruhe,False,True,9:00
53eef170190ba0c5748b457c,M,20,11,7465,247,True,True,False,False,False,False,Bern,True,False,12:00
54f70767150ba0150f8b4baa,M,20,12,23168,520,True,False,False,False,False,True,Bern,True,True,20:00
55187c40076ea1da288b457f,F,25,25,27375,885,False,False,True,False,False,True,Bern,True,False,18:00
5526f836c76da1273a8b47f8,M,20,12,15236,764,True,False,False,False,False,False,Biel,True,False,18:00
54e24d33076ea1d3038b49ac,F,19,5,1167,29,True,True,True,False,False,False,Lörrach,True,False,0:00
550d6ef6e96da185088b4a8b,M,19,11,22226,2338,True,True,True,False,False,True,Zürich,True,False,1:00
51bb6640150ba04077f13406,F,20,5,19653,759,False,False,True,False,False,False,Solothurn,True,False,4:00
53c45ef2180ba0d9178b584d,F,19,11,13194,225,True,True,False,False,False,True,Basel,True,False,0:00
553cc2661a0ba0f12a8b47c8,F,22,13,47475,2137,True,True,False,False,False,True,Zurigo,True,False,6:00
54ebb4fc0b6ea19f688b4bef,M,21,14,24369,1559,True,True,True,False,False,False,Villmergen,True,True,23:00
54ebc6d4076ea169538b48b0,F,22,3,1359,42,True,False,False,False,False,True,Unterseen,True,False,6:00
533ace4a160ba0030a8b539b,F,24,9,7014,216,True,True,False,False,False,True,Zürich,True,False,10:00
55297d12ea6da15a088b45cb,M,23,18,20823,864,True,True,True,False,False,True,Zürich,True,False,18:00
550c4a37c96da1ae908b4c32,M,19,5,12344,234,True,False,False,False,False,False,Hamburg,True,True,6:00
55130938c96da1308a8b47e0,F,19,6,1934,57,True,False,False,False,False,False,Basel,True,False,19:00
5201fbc71a0ba0b940f0b031,F,19,9,3217,180,True,True,True,False,False,True,Bolligen,False,False,12:00
5536cda81b0ba089618b4c6d,M,24,4,14267,670,False,False,True,False,False,False,Birmensdorf,True,False,16:00
51c7050dc76da14a0ed8507d,F,19,11,6819,164,True,True,True,False,False,True,Zürich,True,False,21:00
55203a3dc96da1cb788b4b2d,M,19,9,5270,64,False,True,True,False,False,True,Schattdorf,True,False,20:00
5521975fc76da179208b4866,F,25,3,44,3,False,False,True,False,False,False,Zürich,True,True,23:00
55336b55c56da1f71a8b476d,M,22,4,690,6,False,True,False,False,True,False,Köln,True,True,17:00
5516f209c56da161778b45b1,F,21,3,1058,62,True,False,False,False,False,False,Bern,True,False,4:00
544293c7170ba0ae088b4745,F,21,20,44883,3556,False,False,True,False,False,False,Zürich,True,True,17:00
551d4138e96da13b188b4a9d,F,21,20,17092,461,True,False,False,False,False,True,Zürich,True,False,18:00
51989e28c66da1845d000399,M,20,6,49039,4269,True,True,False,False,False,False,Zürich,True,True,12:00
5509ddf7cd6da114118b4592,M,22,5,19421,323,True,True,False,False,False,False,Basel,False,True,3:00
55229ec5ea6da1d7038b46a3,F,23,16,164425,9288,True,True,True,False,False,True,Köln,True,True,10:00
539a04a2cb6da14f778b4708,M,23,13,12405,238,False,True,True,False,False,False,Stans,True,True,23:00
545995afc86da18b078b470f,F,25,3,5481,164,True,False,False,False,False,False,Köln,True,True,20:00
5523aec0150ba0a30c8b47bb,F,19,16,4940,300,True,False,False,False,False,True,Singeloe,True,False,2:00
54bfdddf140ba0f7738b49b3,F,23,11,4621,88,True,True,True,False,False,True,Köln,True,True,22:00
55329883180ba0e06d8b4bc0,F,21,30,4946,115,True,True,False,False,False,False,Waldshut-Tiengen,True,False,15:00
54a28956066ea1e49f8b47f1,F,21,3,3075,106,True,False,False,False,False,False,Sissach,True,False,6:00
54fcb940140ba0710c8b47af,F,24,8,24814,500,False,False,False,False,False,False,Wiesbaden,True,True,2:00
53ef8dc6140ba0bc6a8b4bcc,M,19,4,22468,1306,True,True,True,False,False,True,Härkingen,True,False,5:00
552ad11d170ba0cf5d8b4a01,M,20,7,9139,333,True,False,True,False,False,True,Kerzers,False,False,17:00
5531fda80c6ea1e8428b49bf,F,22,4,6912,242,True,True,True,False,False,False,Birrwil,False,False,8:00
52f6a8c1c56da13e49217f1a,M,20,2,8482,234,True,False,False,False,False,False,Schaffhausen,True,True,4:00
525eea941c0ba0e247d7d813,F,20,3,1693,43,True,False,True,False,False,False,Freiburg im Breisgau,True,True,0:00
51fb63e1c86da11d4381ffb2,M,19,5,4098,426,False,True,True,False,False,True,Tecknau,True,False,17:00
553d2c2f170ba0e81e8b456f,M,21,8,17539,452,False,False,True,False,False,True,Aarau,True,True,4:00
51c8c939c56da19303082928,F,23,5,297,4,False,False,True,False,False,False,Frankfurt am Main,True,True,20:00
55107760180ba06d678b46a7,M,20,8,18269,735,True,True,True,False,False,True,Basel,True,False,0:00
5529aa60cb6da1a32a8b456c,F,19,5,14676,1003,True,True,False,False,False,True,Aarburg,True,False,13:00
55227de9150ba0a0678b4e8b,F,20,6,34942,1235,True,True,True,False,False,True,Köln,True,False,11:00
54a7f0f21c0ba0c8198b484b,M,22,3,10921,729,True,True,True,False,False,False,Genève,True,True,12:00
51d742e2c66da1ec5d311d12,F,23,4,34272,1046,True,False,False,False,False,True,Brauweiler (Rheinland-Pfalz),True,True,19:00
53eab215c76da1067c8b4ea5,F,21,5,5362,93,True,False,False,False,False,False,Luzern,True,True,6:00
54f73680086ea18f3e8b499b,F,20,10,25724,862,True,False,False,False,False,False,Offenburg,False,True,12:00
5496ba39160ba092018b484a,M,21,4,13493,481,False,False,True,False,False,False,Zug,True,False,0:00
5526f43d180ba0cf588b45ae,F,20,19,22291,640,True,True,False,False,False,True,Bern,True,False,23:00
55212c78190ba0be048b472e,M,20,6,18459,1106,True,False,True,False,False,False,Weil am Rhein,True,False,15:00
54c22b23c96da153198b4d01,F,21,22,13070,618,False,True,False,False,False,False,Kandern,True,False,20:00
54e265d4150ba0461a8b4690,F,24,4,18114,1346,True,True,True,False,False,False,Rheinfelden (Baden),True,False,5:00
53df57b8c56da12b6e8b54bd,F,24,8,8009,271,True,True,True,False,False,True,Lachen,True,False,15:00
55158ee1c46da1786c8b4ea6,M,24,8,24428,889,True,False,False,False,False,False,Alzey,True,True,22:00
53ceca75190ba090148b4f54,F,22,6,15870,906,True,False,False,False,False,True,Bern,False,False,2:00
55215cba180ba070368b46c7,F,21,3,5208,217,False,False,True,False,False,False,Olten,True,False,14:00
527ab7db150ba0f820272dc9,F,22,8,6029,200,True,True,True,False,False,True,Zürich,True,False,21:00
53d7f15b1b0ba082148b617f,F,22,1,12359,239,False,False,False,False,False,False,Zürich,True,False,13:00
5522e975140ba0b35f8b49be,F,22,26,13894,317,True,True,False,False,False,False,Riggisberg,True,False,19:00
54dc8e30c76da194028b49ea,F,22,10,13420,926,True,False,False,False,False,False,Ehrendingen,True,True,23:00
552e463b0b6ea135668b463f,F,23,15,34282,2135,True,True,True,False,False,False,Zürich,True,False,20:00
543866c3cb6da1b43f8b4830,F,23,4,8938,275,True,True,False,False,False,False,Turgi,True,False,8:00
547d68c3150ba014058b45cb,F,20,6,7451,132,True,True,True,False,True,False,Zollikofen,True,True,10:00
52bdf421140ba0967f79b8a3,M,21,5,7256,157,True,True,True,False,False,True,Samstagern,True,False,22:00
54a96907076ea16c0b8b4760,F,23,9,4688,168,True,True,True,False,False,False,Waldkirch,True,True,0:00
54cffe2e1a0ba0f75e8b4736,M,22,14,12985,718,True,True,True,False,False,False,Zürich,True,False,3:00
538880d5180ba047218b7e35,F,20,5,8295,831,True,False,True,False,False,False,Fraubrunnen,True,False,1:00
54b6d5e91b0ba09e3a8b4ba1,F,21,8,29112,837,False,True,False,False,False,True,Zürich,True,True,17:00
550f21b4180ba099538b475a,M,19,25,9119,163,False,False,False,False,True,True,Biel,True,False,14:00
5213d59b140ba01830841ed0,F,23,4,8257,413,True,True,False,False,False,False,Konolfingen,True,False,12:00
538391a3e86da1a56b8b8ace,F,20,8,3882,149,True,False,False,False,True,True,Bern,False,False,3:00
5216601d170ba01a25cc840b,F,24,2,8886,211,True,False,True,False,False,True,Wetzikon,True,False,4:00
552c1984066ea1e9658b48a9,M,23,9,8964,143,True,True,True,False,True,False,Thun,True,False,14:00
54007ccf1b0ba0e0528b5084,F,21,26,24371,1928,False,True,False,False,True,True,Brittnau,True,False,17:00
55010d2e180ba0d37a8b457a,F,25,6,8081,303,True,True,True,False,False,False,Balsthal,True,False,14:00
551ad5d9c66da18e0a8b490b,F,22,9,21242,1004,True,True,True,False,False,False,Wyhlen,True,False,9:00
551dd282c56da1280c8b4a7e,M,24,3,21368,844,True,True,False,False,False,False,Obertshausen,True,True,16:00
551e45a5086ea1e4548b4a5b,F,26,2,399,55,False,True,False,False,False,False,Montreux,False,True,13:00
547b3befc96da1f16c8b45cf,M,20,10,14779,447,False,True,False,False,False,False,Bern,True,False,11:00
53500055cb6da183128b7069,M,22,4,11305,321,True,True,True,False,False,False,Volketswil,True,False,10:00
55301239e56da16e9f8b457c,F,23,4,58944,3599,True,True,True,False,False,True,Olten,True,True,2:00
5504a424086ea15d518b45e3,F,20,10,22846,656,True,True,True,False,False,True,Grenchen,True,False,8:00
53b853fe170ba0c7058b4727,M,25,8,9959,170,True,True,False,False,False,False,Bern,False,False,22:00
54f418b11a0ba0e21c8b46a4,F,19,19,9992,697,True,True,False,False,False,True,Bern,True,False,3:00
548cbc8dcb6da1d26b8b468f,M,21,1,6496,263,True,False,False,False,False,True,Castrop-Rauxel,True,False,9:00
54034bcf160ba09d5f8b4625,F,20,3,34818,1680,True,False,False,False,False,False,Mannheim,True,False,21:00
54ac02d9170ba036438b4d6e,F,20,6,9664,268,True,True,False,False,False,True,Klettgau,True,True,7:00
542565a9c56da1a8358b4ea3,F,20,11,2608,115,True,True,False,False,False,False,Lauchringen,True,False,18:00
551eac92c56da1ee5c8b48ee,F,24,6,190,6,True,False,False,False,False,False,Hochdorf,True,True,13:00
54ef9ccb1c0ba0792e8b4793,F,26,22,31079,1754,True,True,False,False,False,False,Köln,True,True,10:00
551c6be21a0ba0006b8b4942,F,22,15,40214,3099,True,True,False,False,False,False,Baden,True,False,17:00
54e21b9a086ea17c5a8b46a5,F,23,3,16531,917,True,True,False,False,False,True,Bern,True,False,17:00
53f28c6b180ba01d748b45c4,M,25,5,26553,1428,True,False,False,False,False,False,Mellingen,True,False,12:00
54b6c122190ba06e588b49fa,M,20,13,16341,754,False,False,False,False,False,False,Bern,True,True,15:00
54e8ce18160ba0f37a8b47dc,F,25,4,6092,115,False,True,True,False,False,False,Malters,True,False,8:00
55254277150ba0ea398b47f3,M,21,3,646,20,True,False,False,False,False,False,Mühlethurnen,True,False,18:00
5506f37fc46da136558b4d4e,F,22,4,15787,643,True,True,False,False,False,False,Köln,True,False,9:00
551fe395190ba0165c8b4e82,M,20,4,130,5,True,True,False,False,False,False,Besançon,True,True,13:00
5252cfb5160ba0012efee57d,F,23,14,15561,582,False,True,False,False,False,False,"Unterseen (Berna, Schweiz)",True,False,15:00
5446ca24150ba058228b48da,F,19,3,19909,1045,True,False,False,False,False,False,Büsserach,True,False,6:00
551effbde86da1e99a8b49fc,M,25,20,10553,957,True,True,False,False,False,False,Sarajevo,True,True,1:00
5505f8eee96da188788b4a9f,F,24,9,16851,1068,True,True,True,False,False,False,Dietikon,True,False,5:00
551cf1382f7759a2408b4567,F,23,8,38702,945,True,True,False,False,False,True,Rüttenen,True,False,19:00
53e9f3bc190ba0067c8b4610,M,21,23,12443,1301,True,True,True,False,False,False,Basel,True,False,4:00
551eeaa3160ba0b3368b45f3,M,19,16,29916,1725,True,True,False,False,True,True,Singen (Hohentwiel),True,False,18:00
551f6ad71a0ba079148b4a1b,F,24,11,17097,1188,True,True,True,False,False,True,Rumilly,True,False,7:00
5267a700140ba02d42e42713,F,20,5,3501,106,True,True,False,False,False,True,Galmiz,True,False,14:00
5474da23150ba068378b48ae,F,23,9,2642,104,True,True,False,False,False,False,Marsannay-la-Côte,True,False,9:00
5517051cc96da18a738b49c3,M,21,4,9386,245,True,True,False,False,False,False,Freiburg im Breisgau,True,False,18:00
5502ed69cb6da13a5e8b4877,F,21,16,5954,61,False,False,False,False,False,False,Heuweiler,True,False,19:00
,F,23,0,4362,217,True,True,True,False,False,False,Langenthal,True,False,21:00
54b5a63f066ea19b4e8b46ae,M,21,9,19018,757,True,True,False,False,False,True,Solothurn,True,False,0:00
54fcba64066ea108148b4588,F,19,9,10165,169,False,False,False,False,False,False,Freiburg im Breisgau (Baden-Württemberg),True,False,8:00
5537d809c76da19c0c8b4c3f,F,22,5,14885,290,True,True,True,False,False,False,Ehingen (Donau),True,False,0:00
53636c6dca6da1fa908b45eb,F,19,4,19957,530,True,True,True,False,False,False,Zürich,True,False,14:00
5431c2d6c56da1a03b8b45a5,F,19,3,5021,199,True,True,True,False,False,True,Luzern,True,False,3:00
54e62958e86da10c868b462e,M,20,5,36179,1484,True,True,True,False,False,True,Freiburg im Breisgau,True,False,13:00
55364b0beb6da18c1d8b4e85,M,22,4,1025,14,True,False,False,False,False,False,Sainte-Croix-en-Plaine,True,False,2:00
547379f7c86da1ce8c8b4fc7,F,20,3,1024,28,True,False,False,False,False,False,Saint-Dié-des-Vosges,True,False,4:00
52a8b7ee1b0ba0f27a6008f6,F,20,3,19073,1120,True,True,False,False,False,False,Lancy,True,False,3:00
551bca1fea6da18d9b8b4756,M,20,30,17525,703,True,True,False,False,False,False,Lecce,False,True,0:00
529136d31a0ba084322edefc,F,21,3,9889,719,False,True,False,False,False,False,Bern,True,True,15:00
5539e371ec6da1dd508b4986,M,25,19,10117,330,True,True,True,False,False,True,Erstfeld,True,False,7:00
54fda3e0086ea1267b8b457f,F,22,8,6840,335,False,True,False,False,False,False,Lausanne,True,False,23:00
54fb7b8b190ba0cf7a8b4c2c,F,22,7,6705,260,True,True,False,False,False,True,Dommartin,True,False,22:00
552944881c0ba0dd258b462c,F,23,11,4009,80,True,True,True,False,False,True,Uster,False,False,21:00
528373e2140ba0aa45cb886b,F,23,19,42567,2108,True,False,False,False,False,False,,True,False,17:00
5515373c150ba0d73e8b4fea,F,21,13,7788,419,True,True,True,False,False,False,Besançon,False,False,12:00
54deaae10a6ea12a538b4914,M,19,17,33453,1401,True,True,True,False,False,True,Cham,True,False,23:00
550338b4c96da12e058b46bd,M,21,6,4847,197,True,True,False,False,True,False,Waldkirch,True,False,8:00
5450f6b51c0ba09c7e8b4e19,F,21,21,11286,455,True,True,True,False,False,False,Lörrach,True,False,11:00
54aae1a3190ba08c758b4973,F,23,3,15045,589,False,True,False,False,False,False,Bern,True,False,2:00
52e58c52190ba0e86c1451b9,M,22,4,14460,426,True,True,True,False,False,True,Aarau,False,True,7:00
537ee8ed140ba0a1198b752b,F,21,15,6676,340,True,True,False,False,False,False,Embrun,True,True,16:00
5505bfe70a6ea1510f8b4a97,M,19,8,25862,1911,True,True,True,False,False,True,Fillinges,True,False,1:00
5473a11ccc6da10d818b45b4,M,19,3,10162,372,True,False,False,False,False,False,Langnau im Emmental,True,False,14:00
54aed29a1c0ba0b6348b4873,F,22,5,2202,86,True,False,False,False,False,False,Ins,False,False,3:00
553918560c6ea1d35d8b472f,F,24,7,6728,391,True,True,False,False,False,True,Geneva,True,True,3:00
5416655f1a0ba0ed518b48f5,F,20,13,5163,81,True,True,True,False,False,True,Freiburg im Breisgau,True,False,9:00
5291cd44180ba0717bd82f6f,F,23,2,8732,306,True,True,False,False,False,False,Basel,True,True,17:00
552a94ba096ea155568b459d,F,21,6,4232,59,False,True,False,False,True,False,Berne (Schweiz),True,True,18:00
54df6923c76da19f198b4691,F,20,4,4175,72,False,False,True,False,False,True,Rüfenacht,True,False,5:00
531cb65acb6da1329f8b5452,M,19,9,12543,991,True,True,False,False,False,False,Divonne-les-Bains,False,False,12:00
54f5b4d6c96da1ff678b4696,F,20,4,12113,476,True,True,False,False,False,False,Küssnacht am Rigi,False,True,14:00
5295192f160ba0825cbaf5c1,F,24,2,584,22,True,True,False,False,False,False,Grandfresnoy,False,False,0:00
55036d15ca6da184468b4bc8,M,23,7,8178,208,True,True,False,False,False,False,Buchs,True,False,16:00
54e4dd4b190ba0d8438b48d9,M,25,1,3381,100,True,True,False,False,True,False,Luzern,True,False,13:00
529b7996160ba0e553594980,M,25,1,3941,131,False,True,True,False,False,True,Bern,True,False,16:00
,F,21,0,13355,458,False,False,True,False,False,False,Ottiswil,False,False,13:00
552017480a6ea12a948b4b3c,F,21,4,14019,664,False,True,False,False,False,False,Bern,True,False,4:00
54ecfe7f150ba0f06a8b4e25,M,20,23,12981,412,True,True,True,False,False,False,Genève,True,False,7:00
53304370190ba0130b8b5b96,F,24,1,7915,116,True,True,True,False,False,False,Wiesbaden,True,True,8:00
